Report ID,Years Covered,Country Name,Region,Commodity,Payments Received by Government from Covered Companies (US$),Payments Made by Covered Companies (US$),Total GDP US$ nominal,Population,Extractive revenues (% GDP),"Revenue, excluding grants (% GDP)","Revenue, excluding grants",Total government revenues (US$),Extractive revenues (%  revenues excluding grants),"Extractive exports (US$), UNCTAD","Total exports (US$), UNCTAD",Extractive exports (% total exports),ODA (US$),Extractive revenues (% ODA),"Health expenditure, public (% of GDP)",Health expenditure (US$),Extractive revenues (% health budget),Public spending on education (% of GDP) ,Public spending on education (US$),Public spending (US$),Extractive revenues (% education budget),TI Corruption Perception Index,Poverty Headcount (%pop) - WB,Life expectancy at birth - WB,Infant mortality - WB,Primary school enrolment - WB,RGI score (2010),RGI score (2013),Voice and Accountability WGI score,Political Stability WGI score,Government Effectiveness WGI score,Regulatory Quality WGI score,Control of Corruption WGI score
Ghana2008,2008,Ghana,Africa,Bauxite,450138,451636,28528014621,23110139,0,0.16,4477230398,91193482,0.02,463798315.5,7070630000,0.07,1306930000,0.07,0.06,1642631671,0.06,0.06,1711680877,1642631671,0.06,48,..,60.03,56.1,77.89,32.3,62.72,0.38,-0.01,0.02,-0.04,-0.04
Ghana2008,2008,Ghana,Africa,Diamond,,,28528014621,23110139,0,0.16,4477230398,91193482,0.02,463798315.5,7070630000,0.07,1306930000,0.07,0.06,1642631671,0.06,0.06,1711680877,1642631671,0.06,48,..,60.03,56.1,77.89,32.3,62.72,0.38,-0.01,0.02,-0.04,-0.04
Ghana2008,2008,Ghana,Africa,Gold,86750625,86396099,28528014621,23110139,0,0.16,4477230398,91193482,0.02,463798315.5,7070630000,0.07,1306930000,0.07,0.06,1642631671,0.06,0.06,1711680877,1642631671,0.06,48,..,60.03,56.1,77.89,32.3,62.72,0.38,-0.01,0.02,-0.04,-0.04
Ghana2008,2008,Ghana,Africa,Manganese,3992719,3992719,28528014621,23110139,0,0.16,4477230398,91193482,0.02,463798315.5,7070630000,0.07,1306930000,0.07,0.06,1642631671,0.06,0.06,1711680877,1642631671,0.06,48,..,60.03,56.1,77.89,32.3,62.72,0.38,-0.01,0.02,-0.04,-0.04
Ghana2008,2008,Ghana,Africa,o/w Manganese ore (processed),,,28528014621,23110139,0,0.16,4477230398,91193482,0.02,463798315.5,7070630000,0.07,1306930000,0.07,0.06,1642631671,0.06,0.06,1711680877,1642631671,0.06,48,..,60.03,56.1,77.89,32.3,62.72,0.38,-0.01,0.02,-0.04,-0.04
Ghana2008,2008,Ghana,Africa,o/w Manganese content,,,28528014621,23110139,0,0.16,4477230398,91193482,0.02,463798315.5,7070630000,0.07,1306930000,0.07,0.06,1642631671,0.06,0.06,1711680877,1642631671,0.06,48,..,60.03,56.1,77.89,32.3,62.72,0.38,-0.01,0.02,-0.04,-0.04
Ghana2008,2008,Ghana,Africa,Salt,,,28528014621,23110139,0,0.16,4477230398,91193482,0.02,463798315.5,7070630000,0.07,1306930000,0.07,0.06,1642631671,0.06,0.06,1711680877,1642631671,0.06,48,..,60.03,56.1,77.89,32.3,62.72,0.38,-0.01,0.02,-0.04,-0.04
Ghana2008,2008,Ghana,Africa,Silver,,,28528014621,23110139,0,0.16,4477230398,91193482,0.02,463798315.5,7070630000,0.07,1306930000,0.07,0.06,1642631671,0.06,0.06,1711680877,1642631671,0.06,48,..,60.03,56.1,77.89,32.3,62.72,0.38,-0.01,0.02,-0.04,-0.04
Ghana2009,2009,Ghana,Africa,Total,111972313.3,111975972.4,25978508376,23691533,0,0.15,4005392042,111972313.3,0.03,487955243,7609410000,0.06,1581820000,0.07,0.05,1381352628,0.08,0.05,1298925419,1381352628,0.08,48,..,60.35,55.6,76.47,32.3,62.72,0.49,0.04,-0.04,0.09,0.03
Ghana2009,2009,Ghana,Africa,Bauxite,563882,565789,25978508376,23691533,0,0.15,4005392042,111972313.3,0.03,487955243,7609410000,0.06,1581820000,0.07,0.05,1381352628,0.08,0.05,1298925419,1381352628,0.08,48,..,60.35,55.6,76.47,32.3,62.72,0.49,0.04,-0.04,0.09,0.03
Ghana2009,2009,Ghana,Africa,Diamond,,,25978508376,23691533,0,0.15,4005392042,111972313.3,0.03,487955243,7609410000,0.06,1581820000,0.07,0.05,1381352628,0.08,0.05,1298925419,1381352628,0.08,48,..,60.35,55.6,76.47,32.3,62.72,0.49,0.04,-0.04,0.09,0.03
Ghana2009,2009,Ghana,Africa,Gold,103065649.3,103067401.4,25978508376,23691533,0,0.15,4005392042,111972313.3,0.03,487955243,7609410000,0.06,1581820000,0.07,0.05,1381352628,0.08,0.05,1298925419,1381352628,0.08,48,..,60.35,55.6,76.47,32.3,62.72,0.49,0.04,-0.04,0.09,0.03
Ghana2009,2009,Ghana,Africa,Manganese,8342782,8342782,25978508376,23691533,0,0.15,4005392042,111972313.3,0.03,487955243,7609410000,0.06,1581820000,0.07,0.05,1381352628,0.08,0.05,1298925419,1381352628,0.08,48,..,60.35,55.6,76.47,32.3,62.72,0.49,0.04,-0.04,0.09,0.03
Ghana2009,2009,Ghana,Africa,o/w Manganese ore (processed),,,25978508376,23691533,0,0.15,4005392042,111972313.3,0.03,487955243,7609410000,0.06,1581820000,0.07,0.05,1381352628,0.08,0.05,1298925419,1381352628,0.08,48,..,60.35,55.6,76.47,32.3,62.72,0.49,0.04,-0.04,0.09,0.03
Ghana2009,2009,Ghana,Africa,o/w Manganese content,,,25978508376,23691533,0,0.15,4005392042,111972313.3,0.03,487955243,7609410000,0.06,1581820000,0.07,0.05,1381352628,0.08,0.05,1298925419,1381352628,0.08,48,..,60.35,55.6,76.47,32.3,62.72,0.49,0.04,-0.04,0.09,0.03
Ghana2009,2009,Ghana,Africa,Salt,,,25978508376,23691533,0,0.15,4005392042,111972313.3,0.03,487955243,7609410000,0.06,1581820000,0.07,0.05,1381352628,0.08,0.05,1298925419,1381352628,0.08,48,..,60.35,55.6,76.47,32.3,62.72,0.49,0.04,-0.04,0.09,0.03
Ghana2009,2009,Ghana,Africa,Silver,,,25978508376,23691533,0,0.15,4005392042,111972313.3,0.03,487955243,7609410000,0.06,1581820000,0.07,0.05,1381352628,0.08,0.05,1298925419,1381352628,0.08,48,..,60.35,55.6,76.47,32.3,62.72,0.49,0.04,-0.04,0.09,0.03
Ghana2010,2010,Ghana,Africa,Total,212460480,192644934,32174839713,24262901,0.01,0.17,5370370462,212460480,0.04,921218389.1,9437380000,0.1,1692540000,0.13,0.06,1782679169,0.12,0.06,1930490383,1782679169,0.12,48,..,60.6,55,..,32.3,62.72,0.49,0.02,-0.04,0.12,0.06
Ghana2010,2010,Ghana,Africa,Total Oil & Gas,422252,428281,32174839713,24262901,0.01,0.17,5370370462,212460480,0.04,921218389.1,9437380000,0.1,1692540000,0.13,0.06,1782679169,0.12,0.06,1930490383,1782679169,0.12,48,..,60.6,55,..,32.3,62.72,0.49,0.02,-0.04,0.12,0.06
Ghana2010,2010,Ghana,Africa,Gas,,,32174839713,24262901,0.01,0.17,5370370462,212460480,0.04,921218389.1,9437380000,0.1,1692540000,0.13,0.06,1782679169,0.12,0.06,1930490383,1782679169,0.12,48,..,60.6,55,..,32.3,62.72,0.49,0.02,-0.04,0.12,0.06
Ghana2010,2010,Ghana,Africa,Oil,,,32174839713,24262901,0.01,0.17,5370370462,212460480,0.04,921218389.1,9437380000,0.1,1692540000,0.13,0.06,1782679169,0.12,0.06,1930490383,1782679169,0.12,48,..,60.6,55,..,32.3,62.72,0.49,0.02,-0.04,0.12,0.06
Ghana2010,2010,Ghana,Africa,Total Mining,212038228,192216653,32174839713,24262901,0.01,0.17,5370370462,212460480,0.04,921218389.1,9437380000,0.1,1692540000,0.13,0.06,1782679169,0.12,0.06,1930490383,1782679169,0.12,48,..,60.6,55,..,32.3,62.72,0.49,0.02,-0.04,0.12,0.06
Ghana2010,2010,Ghana,Africa,Bauxite,733208,741418,32174839713,24262901,0.01,0.17,5370370462,212460480,0.04,921218389.1,9437380000,0.1,1692540000,0.13,0.06,1782679169,0.12,0.06,1930490383,1782679169,0.12,48,..,60.6,55,..,32.3,62.72,0.49,0.02,-0.04,0.12,0.06
Ghana2010,2010,Ghana,Africa,Diamond,,,32174839713,24262901,0.01,0.17,5370370462,212460480,0.04,921218389.1,9437380000,0.1,1692540000,0.13,0.06,1782679169,0.12,0.06,1930490383,1782679169,0.12,48,..,60.6,55,..,32.3,62.72,0.49,0.02,-0.04,0.12,0.06
Ghana2010,2010,Ghana,Africa,Gold,203397829,183571999,32174839713,24262901,0.01,0.17,5370370462,212460480,0.04,921218389.1,9437380000,0.1,1692540000,0.13,0.06,1782679169,0.12,0.06,1930490383,1782679169,0.12,48,..,60.6,55,..,32.3,62.72,0.49,0.02,-0.04,0.12,0.06
Ghana2010,2010,Ghana,Africa,Manganese,8640399,8644654,32174839713,24262901,0.01,0.17,5370370462,212460480,0.04,921218389.1,9437380000,0.1,1692540000,0.13,0.06,1782679169,0.12,0.06,1930490383,1782679169,0.12,48,..,60.6,55,..,32.3,62.72,0.49,0.02,-0.04,0.12,0.06
Ghana2010,2010,Ghana,Africa,o/w Manganese ore (processed),,,32174839713,24262901,0.01,0.17,5370370462,212460480,0.04,921218389.1,9437380000,0.1,1692540000,0.13,0.06,1782679169,0.12,0.06,1930490383,1782679169,0.12,48,..,60.6,55,..,32.3,62.72,0.49,0.02,-0.04,0.12,0.06
Ghana2010,2010,Ghana,Africa,o/w Manganese content,,,32174839713,24262901,0.01,0.17,5370370462,212460480,0.04,921218389.1,9437380000,0.1,1692540000,0.13,0.06,1782679169,0.12,0.06,1930490383,1782679169,0.12,48,..,60.6,55,..,32.3,62.72,0.49,0.02,-0.04,0.12,0.06
Ghana2011,2011,Ghana,Africa,Total,942698326.4,897711128,39564771637,24820706,0.02,0.19,7664415203,942698326.4,0.12,7147963275,14656530000,0.49,1810220000,0.52,0.08,3220956190,0.29,0.08,3165181731,3220956190,0.29,48,..,60.79,54.2,83.9,32.3,62.72,0.47,0.16,-0.05,0.13,0.05
Ghana2011,2011,Ghana,Africa,Total Oil & Gas,444350554.4,444351020,39564771637,24820706,0.02,0.19,7664415203,942698326.4,0.12,7147963275,14656530000,0.49,1810220000,0.52,0.08,3220956190,0.29,0.08,3165181731,3220956190,0.29,48,..,60.79,54.2,83.9,32.3,62.72,0.47,0.16,-0.05,0.13,0.05
Ghana2011,2011,Ghana,Africa,Gas,,,39564771637,24820706,0.02,0.19,7664415203,942698326.4,0.12,7147963275,14656530000,0.49,1810220000,0.52,0.08,3220956190,0.29,0.08,3165181731,3220956190,0.29,48,..,60.79,54.2,83.9,32.3,62.72,0.47,0.16,-0.05,0.13,0.05
Ghana2011,2011,Ghana,Africa,Oil,,,39564771637,24820706,0.02,0.19,7664415203,942698326.4,0.12,7147963275,14656530000,0.49,1810220000,0.52,0.08,3220956190,0.29,0.08,3165181731,3220956190,0.29,48,..,60.79,54.2,83.9,32.3,62.72,0.47,0.16,-0.05,0.13,0.05
Ghana2011,2011,Ghana,Africa,Total Mining,498347772,453360108,39564771637,24820706,0.02,0.19,7664415203,942698326.4,0.12,7147963275,14656530000,0.49,1810220000,0.52,0.08,3220956190,0.29,0.08,3165181731,3220956190,0.29,48,..,60.79,54.2,83.9,32.3,62.72,0.47,0.16,-0.05,0.13,0.05
Ghana2011,2011,Ghana,Africa,Bauxite,489265,497474,39564771637,24820706,0.02,0.19,7664415203,942698326.4,0.12,7147963275,14656530000,0.49,1810220000,0.52,0.08,3220956190,0.29,0.08,3165181731,3220956190,0.29,48,..,60.79,54.2,83.9,32.3,62.72,0.47,0.16,-0.05,0.13,0.05
Ghana2011,2011,Ghana,Africa,Diamond,,,39564771637,24820706,0.02,0.19,7664415203,942698326.4,0.12,7147963275,14656530000,0.49,1810220000,0.52,0.08,3220956190,0.29,0.08,3165181731,3220956190,0.29,48,..,60.79,54.2,83.9,32.3,62.72,0.47,0.16,-0.05,0.13,0.05
Ghana2011,2011,Ghana,Africa,Gold,462115969,437484699,39564771637,24820706,0.02,0.19,7664415203,942698326.4,0.12,7147963275,14656530000,0.49,1810220000,0.52,0.08,3220956190,0.29,0.08,3165181731,3220956190,0.29,48,..,60.79,54.2,83.9,32.3,62.72,0.47,0.16,-0.05,0.13,0.05
Ghana2011,2011,Ghana,Africa,Manganese,35742538,15377935,39564771637,24820706,0.02,0.19,7664415203,942698326.4,0.12,7147963275,14656530000,0.49,1810220000,0.52,0.08,3220956190,0.29,0.08,3165181731,3220956190,0.29,48,..,60.79,54.2,83.9,32.3,62.72,0.47,0.16,-0.05,0.13,0.05
Ghana2011,2011,Ghana,Africa,o/w Manganese ore (processed),,,39564771637,24820706,0.02,0.19,7664415203,942698326.4,0.12,7147963275,14656530000,0.49,1810220000,0.52,0.08,3220956190,0.29,0.08,3165181731,3220956190,0.29,48,..,60.79,54.2,83.9,32.3,62.72,0.47,0.16,-0.05,0.13,0.05
Ghana2011,2011,Ghana,Africa,o/w Manganese content,,,39564771637,24820706,0.02,0.19,7664415203,942698326.4,0.12,7147963275,14656530000,0.49,1810220000,0.52,0.08,3220956190,0.29,0.08,3165181731,3220956190,0.29,48,..,60.79,54.2,83.9,32.3,62.72,0.47,0.16,-0.05,0.13,0.05
Ghana2012,2012,Ghana,Africa,Total,1112429756,1110806095,41740926505,25366462,0.03,..,..,1112429756,..,5577445217,16802810000,0.33,1807910000,0.62,..,..,..,..,..,..,..,48,24.2,60.95,53.3,82.34,32.3,62.72,0.41,0.1,-0.07,0.12,-0.09
Ghana2012,2012,Ghana,Africa,Total,541510082.8,541507932.2,41740926505,25366462,0.03,..,..,1112429756,..,5577445217,16802810000,0.33,1807910000,0.62,..,..,..,..,..,..,..,48,24.2,60.95,53.3,82.34,32.3,62.72,0.41,0.1,-0.07,0.12,-0.09
Ghana2012,2012,Ghana,Africa,Total Mining,570919672.8,569298162.8,41740926505,25366462,0.03,..,..,1112429756,..,5577445217,16802810000,0.33,1807910000,0.62,..,..,..,..,..,..,..,48,24.2,60.95,53.3,82.34,32.3,62.72,0.41,0.1,-0.07,0.12,-0.09
Ghana2012,2012,Ghana,Africa,Gold,,,41740926505,25366462,0.03,..,..,1112429756,..,5577445217,16802810000,0.33,1807910000,0.62,..,..,..,..,..,..,..,48,24.2,60.95,53.3,82.34,32.3,62.72,0.41,0.1,-0.07,0.12,-0.09
Ghana2012,2012,Ghana,Africa,Diamonds,,,41740926505,25366462,0.03,..,..,1112429756,..,5577445217,16802810000,0.33,1807910000,0.62,..,..,..,..,..,..,..,48,24.2,60.95,53.3,82.34,32.3,62.72,0.41,0.1,-0.07,0.12,-0.09
Ghana2012,2012,Ghana,Africa,Bauxite,,,41740926505,25366462,0.03,..,..,1112429756,..,5577445217,16802810000,0.33,1807910000,0.62,..,..,..,..,..,..,..,48,24.2,60.95,53.3,82.34,32.3,62.72,0.41,0.1,-0.07,0.12,-0.09
Ghana2012,2012,Ghana,Africa,Manganese,,,41740926505,25366462,0.03,..,..,1112429756,..,5577445217,16802810000,0.33,1807910000,0.62,..,..,..,..,..,..,..,48,24.2,60.95,53.3,82.34,32.3,62.72,0.41,0.1,-0.07,0.12,-0.09
Ghana2013,2013,Ghana,Africa,Total,1269116733,1215635817,48137027487,25904598,0.03,..,..,1269116733,..,4573317737,16196878204,0.28,..,..,..,..,..,..,..,..,..,48,..,..,52.3,87.64,32.3,62.72,0.41,0.02,-0.09,0.08,-0.07
Ghana2013,2013,Ghana,Africa,Oil,845870483.7,790799528.1,48137027487,25904598,0.03,..,..,1269116733,..,4573317737,16196878204,0.28,..,..,..,..,..,..,..,..,..,48,..,..,52.3,87.64,32.3,62.72,0.41,0.02,-0.09,0.08,-0.07
Ghana2013,2013,Ghana,Africa,Total,423246249.2,424836288.7,48137027487,25904598,0.03,..,..,1269116733,..,4573317737,16196878204,0.28,..,..,..,..,..,..,..,..,..,48,..,..,52.3,87.64,32.3,62.72,0.41,0.02,-0.09,0.08,-0.07
Ghana2013,2013,Ghana,Africa,Gold,,,48137027487,25904598,0.03,..,..,1269116733,..,4573317737,16196878204,0.28,..,..,..,..,..,..,..,..,..,48,..,..,52.3,87.64,32.3,62.72,0.41,0.02,-0.09,0.08,-0.07
Ghana2013,2013,Ghana,Africa,Diamonds,,,48137027487,25904598,0.03,..,..,1269116733,..,4573317737,16196878204,0.28,..,..,..,..,..,..,..,..,..,48,..,..,52.3,87.64,32.3,62.72,0.41,0.02,-0.09,0.08,-0.07
Ghana2013,2013,Ghana,Africa,Bauxite,,,48137027487,25904598,0.03,..,..,1269116733,..,4573317737,16196878204,0.28,..,..,..,..,..,..,..,..,..,48,..,..,52.3,87.64,32.3,62.72,0.41,0.02,-0.09,0.08,-0.07
Ghana2013,2013,Ghana,Africa,Manganese,,,48137027487,25904598,0.03,..,..,1269116733,..,4573317737,16196878204,0.28,..,..,..,..,..,..,..,..,..,48,..,..,52.3,87.64,32.3,62.72,0.41,0.02,-0.09,0.08,-0.07
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Total,155800631,157157449,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Total Oil & Gas,,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Gas,,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Oil,,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Total Mining,,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Basalt,,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Bentonite clay,,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Cement,,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Coal,,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Dolomite,,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Feldspar,,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Ferruginous clay,,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Flagstone (phyllite),,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Gold,,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Granite,,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Gypsum (crude),,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Iron ore,,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Jadeite,,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Kaolin clay,,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Limestone (crude),,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Marble (block),,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Marl,,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Pumice,,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Quartz,,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Salt,,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Sand and gravel,,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Silver,,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Slate,,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Steel (crude),,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Talc and steatite,,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2010,2010,Guatemala,Latin America and Caribbean,Tuff,,,41337958252,14341576,0,0.11,4576462741,155800631,0.03,933400729.2,10803023919,0.09,393520000,0.4,0.03,1158727773,0.13,0.03,1240138748,1158727773,0.13,32,..,71,28.4,98.25,..,..,-0.33,-0.87,-0.7,-0.13,-0.48
Guatemala2011,2011,Guatemala,Latin America and Caribbean,Total,224641623,224641623,47654841113,14706578,0,0.11,5432300199,224641623,0.04,1533501157,12757323906,0.12,387910000,0.58,0.03,1390587326,0.16,0.03,1429645233,1390587326,0.16,32,53.7,71.33,27.5,95.27,..,..,-0.35,-0.76,-0.7,-0.11,-0.47
Guatemala2011,2011,Guatemala,Latin America and Caribbean,Total Oil & Gas,,,47654841113,14706578,0,0.11,5432300199,224641623,0.04,1533501157,12757323906,0.12,387910000,0.58,0.03,1390587326,0.16,0.03,1429645233,1390587326,0.16,32,53.7,71.33,27.5,95.27,..,..,-0.35,-0.76,-0.7,-0.11,-0.47
