Report ID,Year,Country,Lookup,Region,Sector,Mining,Gas,Oil,Commodity,Total extractive government receipts (US$),"Total Government Revenue, IMF data.","Total Government Revenue, excluding grants, WB data.",Total GDP (US$ nominal),Total Production Value (US$),Health expenditure (US$),Public spending on education (% of GDP) ,ODA (US$)
Coted'Ivoire2010,2010,Côte d'Ivoire,2010_Côte d'Ivoire,Africa,Oil,no,no,yes,Oil,245231916.4,4515044397,3930220695,24884503951,1291504023,..,..,844960000
Coted'Ivoire2010,2010,Côte d'Ivoire,2010_Côte d'Ivoire,Africa,Mining,yes,no,no,Total Mining,245231916.4,4515044397,3930220695,24884503951,197247593.4,..,..,844960000
Coted'Ivoire2010,2010,Côte d'Ivoire,2010_Côte d'Ivoire,Africa,Mining,yes,no,no,Gold,245231916.4,4515044397,3930220695,24884503951,196868452.2,..,..,844960000
Coted'Ivoire2010,2010,Côte d'Ivoire,2010_Côte d'Ivoire,Africa,Mining,yes,no,no,Manganese,245231916.4,4515044397,3930220695,24884503951,379141.2,..,..,844960000
Coted'Ivoire2010,2010,Côte d'Ivoire,2010_Côte d'Ivoire,Africa,Mining,yes,no,no,o/w Manganese ore,245231916.4,4515044397,3930220695,24884503951,,..,..,844960000
Coted'Ivoire2010,2010,Côte d'Ivoire,2010_Côte d'Ivoire,Africa,Mining,yes,no,no,o/w Manganese content,245231916.4,4515044397,3930220695,24884503951,,..,..,844960000
Coted'Ivoire2011,2011,Côte d'Ivoire,2011_Côte d'Ivoire,Africa,"Oil, Gas, Mining",yes,yes,yes,Total,389368836.1,4828345009,3173696850,25381617036,2356429710,..,..,1436000000
Coted'Ivoire2011,2011,Côte d'Ivoire,2011_Côte d'Ivoire,Africa,"Oil, Gas",no,yes,yes,Total Oil & Gas,389368836.1,4828345009,3173696850,25381617036,1858270377,..,..,1436000000
Coted'Ivoire2011,2011,Côte d'Ivoire,2011_Côte d'Ivoire,Africa,Gas,no,yes,no,Gas,389368836.1,4828345009,3173696850,25381617036,295146097.3,..,..,1436000000
Coted'Ivoire2011,2011,Côte d'Ivoire,2011_Côte d'Ivoire,Africa,Oil,no,no,yes,Oil,389368836.1,4828345009,3173696850,25381617036,1563124280,..,..,1436000000
Coted'Ivoire2011,2011,Côte d'Ivoire,2011_Côte d'Ivoire,Africa,Mining,yes,no,no,Total Mining,389368836.1,4828345009,3173696850,25381617036,498159332.8,..,..,1436000000
Coted'Ivoire2011,2011,Côte d'Ivoire,2011_Côte d'Ivoire,Africa,Mining,yes,no,no,Gold,389368836.1,4828345009,3173696850,25381617036,498004727.2,..,..,1436000000
Coted'Ivoire2011,2011,Côte d'Ivoire,2011_Côte d'Ivoire,Africa,Mining,yes,no,no,Manganese,389368836.1,4828345009,3173696850,25381617036,154605.6,..,..,1436000000
Coted'Ivoire2011,2011,Côte d'Ivoire,2011_Côte d'Ivoire,Africa,Mining,yes,no,no,o/w Manganese ore,389368836.1,4828345009,3173696850,25381617036,,..,..,1436000000
Coted'Ivoire2011,2011,Côte d'Ivoire,2011_Côte d'Ivoire,Africa,Mining,yes,no,no,o/w Manganese content,389368836.1,4828345009,3173696850,25381617036,,..,..,1436000000
Coted'Ivoire2012,2012,Côte d'Ivoire,2012_Côte d'Ivoire,Africa,"Oil, Gas, Mining",,,,Total,615027475,5344654952,4396831906,27098590232,,..,..,2635630000
Coted'Ivoire2012,2012,Côte d'Ivoire,2012_Côte d'Ivoire,Africa,Oil,,,,Oil,615027475,5344654952,4396831906,27098590232,1092762807,..,..,2635630000
Coted'Ivoire2012,2012,Côte d'Ivoire,2012_Côte d'Ivoire,Africa,Gas,,,,Gas,615027475,5344654952,4396831906,27098590232,,..,..,2635630000
Coted'Ivoire2012,2012,Côte d'Ivoire,2012_Côte d'Ivoire,Africa,Mining,,,,Gold,615027475,5344654952,4396831906,27098590232,549204083.7,..,..,2635630000
Coted'Ivoire2012,2012,Côte d'Ivoire,2012_Côte d'Ivoire,Africa,Mining,,,,Manganese,615027475,5344654952,4396831906,27098590232,,..,..,2635630000
DemocraticRepublicofCongo2007,2007,Democratic Republic of Congo,2007_Democratic Republic of Congo,Africa,"Oil, Mining",yes,no,yes,Total,416300000,..,1536121464,16364027647,1339869004,..,..,1356710000
DemocraticRepublicofCongo2007,2007,Democratic Republic of Congo,2007_Democratic Republic of Congo,Africa,Oil,no,no,yes,Oil,416300000,..,1536121464,16364027647,581957460,..,..,1356710000
DemocraticRepublicofCongo2007,2007,Democratic Republic of Congo,2007_Democratic Republic of Congo,Africa,Mining,yes,no,no,Total Mining,416300000,..,1536121464,16364027647,757911544.4,..,..,1356710000
DemocraticRepublicofCongo2007,2007,Democratic Republic of Congo,2007_Democratic Republic of Congo,Africa,Mining,yes,no,no,Cobalt,416300000,..,1536121464,16364027647,40814873.28,..,..,1356710000
DemocraticRepublicofCongo2007,2007,Democratic Republic of Congo,2007_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Cobalt content of mine output,416300000,..,1536121464,16364027647,,..,..,1356710000
DemocraticRepublicofCongo2007,2007,Democratic Republic of Congo,2007_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Cobalt (metal),416300000,..,1536121464,16364027647,,..,..,1356710000
DemocraticRepublicofCongo2007,2007,Democratic Republic of Congo,2007_Democratic Republic of Congo,Africa,Mining,yes,no,no,Columbite-tantalite concentrate,416300000,..,1536121464,16364027647,,..,..,1356710000
DemocraticRepublicofCongo2007,2007,Democratic Republic of Congo,2007_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Gross weight,416300000,..,1536121464,16364027647,,..,..,1356710000
DemocraticRepublicofCongo2007,2007,Democratic Republic of Congo,2007_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Columbium content,416300000,..,1536121464,16364027647,2147964,..,..,1356710000
DemocraticRepublicofCongo2007,2007,Democratic Republic of Congo,2007_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Tantalum content,416300000,..,1536121464,16364027647,9523977.495,..,..,1356710000
DemocraticRepublicofCongo2007,2007,Democratic Republic of Congo,2007_Democratic Republic of Congo,Africa,Mining,yes,no,no,Copper,416300000,..,1536121464,16364027647,49048444.47,..,..,1356710000
DemocraticRepublicofCongo2007,2007,Democratic Republic of Congo,2007_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Copper content of mine output,416300000,..,1536121464,16364027647,,..,..,1356710000
DemocraticRepublicofCongo2007,2007,Democratic Republic of Congo,2007_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Copper (refined),416300000,..,1536121464,16364027647,,..,..,1356710000
DemocraticRepublicofCongo2007,2007,Democratic Republic of Congo,2007_Democratic Republic of Congo,Africa,Mining,yes,no,no,Diamond,416300000,..,1536121464,16364027647,362357300,..,..,1356710000
DemocraticRepublicofCongo2007,2007,Democratic Republic of Congo,2007_Democratic Republic of Congo,Africa,Mining,yes,no,no,Gold,416300000,..,1536121464,16364027647,114240376.3,..,..,1356710000
DemocraticRepublicofCongo2007,2007,Democratic Republic of Congo,2007_Democratic Republic of Congo,Africa,Mining,yes,no,no,Tin concentrate,416300000,..,1536121464,16364027647,141007294.7,..,..,1356710000
DemocraticRepublicofCongo2007,2007,Democratic Republic of Congo,2007_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Gross weight,416300000,..,1536121464,16364027647,,..,..,1356710000
DemocraticRepublicofCongo2007,2007,Democratic Republic of Congo,2007_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Tin content,416300000,..,1536121464,16364027647,,..,..,1356710000
DemocraticRepublicofCongo2007,2007,Democratic Republic of Congo,2007_Democratic Republic of Congo,Africa,Mining,yes,no,no,Tungsten concentrate,416300000,..,1536121464,16364027647,106200,..,..,1356710000
DemocraticRepublicofCongo2007,2007,Democratic Republic of Congo,2007_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Gross weight,416300000,..,1536121464,16364027647,,..,..,1356710000
DemocraticRepublicofCongo2007,2007,Democratic Republic of Congo,2007_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Tungsten content,416300000,..,1536121464,16364027647,,..,..,1356710000
DemocraticRepublicofCongo2007,2007,Democratic Republic of Congo,2007_Democratic Republic of Congo,Africa,Mining,yes,no,no,Zinc (content of mine output),416300000,..,1536121464,16364027647,38665114.18,..,..,1356710000
DemocraticRepublicofCongo2008,2008,Democratic Republic of Congo,2008_Democratic Republic of Congo,Africa,"Oil, Mining",yes,no,yes,Total,516117440.1,..,2273726147,19206015305,1919603437,..,..,1765970000
DemocraticRepublicofCongo2008,2008,Democratic Republic of Congo,2008_Democratic Republic of Congo,Africa,Oil,no,no,yes,Oil,516117440.1,..,2273726147,19206015305,717382631.8,..,..,1765970000
DemocraticRepublicofCongo2008,2008,Democratic Republic of Congo,2008_Democratic Republic of Congo,Africa,Mining,yes,no,no,Total Mining,516117440.1,..,2273726147,19206015305,1202220805,..,..,1765970000
DemocraticRepublicofCongo2008,2008,Democratic Republic of Congo,2008_Democratic Republic of Congo,Africa,Mining,yes,no,no,Cobalt,516117440.1,..,2273726147,19206015305,90216516.16,..,..,1765970000
DemocraticRepublicofCongo2008,2008,Democratic Republic of Congo,2008_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Cobalt content of mine output,516117440.1,..,2273726147,19206015305,,..,..,1765970000
DemocraticRepublicofCongo2008,2008,Democratic Republic of Congo,2008_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Cobalt (metal),516117440.1,..,2273726147,19206015305,,..,..,1765970000
DemocraticRepublicofCongo2008,2008,Democratic Republic of Congo,2008_Democratic Republic of Congo,Africa,Mining,yes,no,no,Columbite-tantalite concentrate,516117440.1,..,2273726147,19206015305,,..,..,1765970000
DemocraticRepublicofCongo2008,2008,Democratic Republic of Congo,2008_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Gross weight,516117440.1,..,2273726147,19206015305,,..,..,1765970000
DemocraticRepublicofCongo2008,2008,Democratic Republic of Congo,2008_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Columbium content,516117440.1,..,2273726147,19206015305,4127760,..,..,1765970000
DemocraticRepublicofCongo2008,2008,Democratic Republic of Congo,2008_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Tantalum content,516117440.1,..,2273726147,19206015305,13580486.43,..,..,1765970000
DemocraticRepublicofCongo2008,2008,Democratic Republic of Congo,2008_Democratic Republic of Congo,Africa,Mining,yes,no,no,Copper,516117440.1,..,2273726147,19206015305,276485544.7,..,..,1765970000
DemocraticRepublicofCongo2008,2008,Democratic Republic of Congo,2008_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Copper content of mine output,516117440.1,..,2273726147,19206015305,,..,..,1765970000
DemocraticRepublicofCongo2008,2008,Democratic Republic of Congo,2008_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Copper (refined),516117440.1,..,2273726147,19206015305,,..,..,1765970000
DemocraticRepublicofCongo2008,2008,Democratic Republic of Congo,2008_Democratic Republic of Congo,Africa,Mining,yes,no,no,Diamond,516117440.1,..,2273726147,19206015305,273236760,..,..,1765970000
DemocraticRepublicofCongo2008,2008,Democratic Republic of Congo,2008_Democratic Republic of Congo,Africa,Mining,yes,no,no,Gold,516117440.1,..,2273726147,19206015305,280260358.8,..,..,1765970000
DemocraticRepublicofCongo2008,2008,Democratic Republic of Congo,2008_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Gross weight,516117440.1,..,2273726147,19206015305,,..,..,1765970000
DemocraticRepublicofCongo2008,2008,Democratic Republic of Congo,2008_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Columbium content,516117440.1,..,2273726147,19206015305,2029482,..,..,1765970000
DemocraticRepublicofCongo2008,2008,Democratic Republic of Congo,2008_Democratic Republic of Congo,Africa,Mining,yes,no,no,Tin concentrate,516117440.1,..,2273726147,19206015305,233227147.7,..,..,1765970000
DemocraticRepublicofCongo2008,2008,Democratic Republic of Congo,2008_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Gross weight,516117440.1,..,2273726147,19206015305,,..,..,1765970000
DemocraticRepublicofCongo2008,2008,Democratic Republic of Congo,2008_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Tin content,516117440.1,..,2273726147,19206015305,,..,..,1765970000
DemocraticRepublicofCongo2008,2008,Democratic Republic of Congo,2008_Democratic Republic of Congo,Africa,Mining,yes,no,no,Tungsten concentrate,516117440.1,..,2273726147,19206015305,64380,..,..,1765970000
DemocraticRepublicofCongo2008,2008,Democratic Republic of Congo,2008_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Gross weight,516117440.1,..,2273726147,19206015305,,..,..,1765970000
DemocraticRepublicofCongo2008,2008,Democratic Republic of Congo,2008_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Tungsten content,516117440.1,..,2273726147,19206015305,,..,..,1765970000
DemocraticRepublicofCongo2008,2008,Democratic Republic of Congo,2008_Democratic Republic of Congo,Africa,Mining,yes,no,no,Zinc (content of mine output),516117440.1,..,2273726147,19206015305,28992369.53,..,..,1765970000
DemocraticRepublicofCongo2009,2009,Democratic Republic of Congo,2009_Democratic Republic of Congo,Africa,"Oil, Mining",yes,no,yes,Total,253718209.6,..,2599109812,18262675199,2372226219,..,..,2356850000
DemocraticRepublicofCongo2009,2009,Democratic Republic of Congo,2009_Democratic Republic of Congo,Africa,Oil,no,no,yes,Oil,253718209.6,..,2599109812,18262675199,498524352.8,..,..,2356850000
DemocraticRepublicofCongo2009,2009,Democratic Republic of Congo,2009_Democratic Republic of Congo,Africa,Mining,yes,no,no,Total Mining,253718209.6,..,2599109812,18262675199,1873701866,..,..,2356850000
DemocraticRepublicofCongo2009,2009,Democratic Republic of Congo,2009_Democratic Republic of Congo,Africa,Mining,yes,no,no,Cobalt,253718209.6,..,2599109812,18262675199,116942538.7,..,..,2356850000
DemocraticRepublicofCongo2009,2009,Democratic Republic of Congo,2009_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Cobalt content of mine output,253718209.6,..,2599109812,18262675199,,..,..,2356850000
DemocraticRepublicofCongo2009,2009,Democratic Republic of Congo,2009_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Cobalt (metal),253718209.6,..,2599109812,18262675199,,..,..,2356850000
DemocraticRepublicofCongo2009,2009,Democratic Republic of Congo,2009_Democratic Republic of Congo,Africa,Mining,yes,no,no,Columbite-tantalite concentrate,253718209.6,..,2599109812,18262675199,,..,..,2356850000
DemocraticRepublicofCongo2009,2009,Democratic Republic of Congo,2009_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Gross weight,253718209.6,..,2599109812,18262675199,,..,..,2356850000
DemocraticRepublicofCongo2009,2009,Democratic Republic of Congo,2009_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Columbium content,253718209.6,..,2599109812,18262675199,4102780,..,..,2356850000
DemocraticRepublicofCongo2009,2009,Democratic Republic of Congo,2009_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Tantalum content,253718209.6,..,2599109812,18262675199,11464046.98,..,..,2356850000
DemocraticRepublicofCongo2009,2009,Democratic Republic of Congo,2009_Democratic Republic of Congo,Africa,Mining,yes,no,no,Copper,253718209.6,..,2599109812,18262675199,1048756923,..,..,2356850000
DemocraticRepublicofCongo2009,2009,Democratic Republic of Congo,2009_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Copper content of mine output,253718209.6,..,2599109812,18262675199,,..,..,2356850000
DemocraticRepublicofCongo2009,2009,Democratic Republic of Congo,2009_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Copper (refined),253718209.6,..,2599109812,18262675199,,..,..,2356850000
DemocraticRepublicofCongo2009,2009,Democratic Republic of Congo,2009_Democratic Republic of Congo,Africa,Mining,yes,no,no,Diamond,253718209.6,..,2599109812,18262675199,179935000,..,..,2356850000
DemocraticRepublicofCongo2009,2009,Democratic Republic of Congo,2009_Democratic Republic of Congo,Africa,Mining,yes,no,no,Gold,253718209.6,..,2599109812,18262675199,344097349.8,..,..,2356850000
DemocraticRepublicofCongo2009,2009,Democratic Republic of Congo,2009_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Gross weight,253718209.6,..,2599109812,18262675199,,..,..,2356850000
DemocraticRepublicofCongo2009,2009,Democratic Republic of Congo,2009_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Columbium content,253718209.6,..,2599109812,18262675199,1491920,..,..,2356850000
DemocraticRepublicofCongo2009,2009,Democratic Republic of Congo,2009_Democratic Republic of Congo,Africa,Mining,yes,no,no,Tin concentrate,253718209.6,..,2599109812,18262675199,134381381.5,..,..,2356850000
DemocraticRepublicofCongo2009,2009,Democratic Republic of Congo,2009_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Gross weight,253718209.6,..,2599109812,18262675199,,..,..,2356850000
DemocraticRepublicofCongo2009,2009,Democratic Republic of Congo,2009_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Tin content,253718209.6,..,2599109812,18262675199,,..,..,2356850000
DemocraticRepublicofCongo2009,2009,Democratic Republic of Congo,2009_Democratic Republic of Congo,Africa,Mining,yes,no,no,Tungsten concentrate,253718209.6,..,2599109812,18262675199,30100,..,..,2356850000
DemocraticRepublicofCongo2009,2009,Democratic Republic of Congo,2009_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Gross weight,253718209.6,..,2599109812,18262675199,,..,..,2356850000
DemocraticRepublicofCongo2009,2009,Democratic Republic of Congo,2009_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Tungsten content,253718209.6,..,2599109812,18262675199,,..,..,2356850000
DemocraticRepublicofCongo2009,2009,Democratic Republic of Congo,2009_Democratic Republic of Congo,Africa,Mining,yes,no,no,Zinc (content of mine output),253718209.6,..,2599109812,18262675199,32499826.69,..,..,2356850000
DemocraticRepublicofCongo2010,2010,Democratic Republic of Congo,2010_Democratic Republic of Congo,Africa,"Oil, Mining",yes,no,yes,Total,875938726,..,3076488514,21561941369,3616420260,539710485.8,0.0250307,3486160000
DemocraticRepublicofCongo2010,2010,Democratic Republic of Congo,2010_Democratic Republic of Congo,Africa,Oil,no,no,yes,Oil,875938726,..,3076488514,21561941369,609473808.6,539710485.8,0.0250307,3486160000
DemocraticRepublicofCongo2010,2010,Democratic Republic of Congo,2010_Democratic Republic of Congo,Africa,Mining,yes,no,no,Total Mining,875938726,..,3076488514,21561941369,3006946451,539710485.8,0.0250307,3486160000
DemocraticRepublicofCongo2010,2010,Democratic Republic of Congo,2010_Democratic Republic of Congo,Africa,Mining,yes,no,no,Cobalt,875938726,..,3076488514,21561941369,194070221.7,539710485.8,0.0250307,3486160000
DemocraticRepublicofCongo2010,2010,Democratic Republic of Congo,2010_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Cobalt content of mine output,875938726,..,3076488514,21561941369,,539710485.8,0.0250307,3486160000
DemocraticRepublicofCongo2010,2010,Democratic Republic of Congo,2010_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Cobalt (metal),875938726,..,3076488514,21561941369,,539710485.8,0.0250307,3486160000
DemocraticRepublicofCongo2010,2010,Democratic Republic of Congo,2010_Democratic Republic of Congo,Africa,Mining,yes,no,no,Columbite-tantalite concentrate,875938726,..,3076488514,21561941369,,539710485.8,0.0250307,3486160000
DemocraticRepublicofCongo2010,2010,Democratic Republic of Congo,2010_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Gross weight,875938726,..,3076488514,21561941369,,539710485.8,0.0250307,3486160000
DemocraticRepublicofCongo2010,2010,Democratic Republic of Congo,2010_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Columbium content,875938726,..,3076488514,21561941369,3400290,539710485.8,0.0250307,3486160000
DemocraticRepublicofCongo2010,2010,Democratic Republic of Congo,2010_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Tantalum content,875938726,..,3076488514,21561941369,13095469.06,539710485.8,0.0250307,3486160000
DemocraticRepublicofCongo2010,2010,Democratic Republic of Congo,2010_Democratic Republic of Congo,Africa,Mining,yes,no,no,Copper,875938726,..,3076488514,21561941369,1983321024,539710485.8,0.0250307,3486160000
DemocraticRepublicofCongo2010,2010,Democratic Republic of Congo,2010_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Copper content of mine output,875938726,..,3076488514,21561941369,,539710485.8,0.0250307,3486160000
DemocraticRepublicofCongo2010,2010,Democratic Republic of Congo,2010_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Copper (refined),875938726,..,3076488514,21561941369,,539710485.8,0.0250307,3486160000
DemocraticRepublicofCongo2010,2010,Democratic Republic of Congo,2010_Democratic Republic of Congo,Africa,Mining,yes,no,no,Diamond,875938726,..,3076488514,21561941369,145152000,539710485.8,0.0250307,3486160000
DemocraticRepublicofCongo2010,2010,Democratic Republic of Congo,2010_Democratic Republic of Congo,Africa,Mining,yes,no,no,Gold,875938726,..,3076488514,21561941369,472486388.6,539710485.8,0.0250307,3486160000
DemocraticRepublicofCongo2010,2010,Democratic Republic of Congo,2010_Democratic Republic of Congo,Africa,Mining,yes,no,no,Tin concentrate,875938726,..,3076488514,21561941369,175488360,539710485.8,0.0250307,3486160000
DemocraticRepublicofCongo2010,2010,Democratic Republic of Congo,2010_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Gross weight,875938726,..,3076488514,21561941369,,539710485.8,0.0250307,3486160000
DemocraticRepublicofCongo2010,2010,Democratic Republic of Congo,2010_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Tin content,875938726,..,3076488514,21561941369,,539710485.8,0.0250307,3486160000
DemocraticRepublicofCongo2010,2010,Democratic Republic of Congo,2010_Democratic Republic of Congo,Africa,Mining,yes,no,no,Tungsten concentrate,875938726,..,3076488514,21561941369,4162.5,539710485.8,0.0250307,3486160000
DemocraticRepublicofCongo2010,2010,Democratic Republic of Congo,2010_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Gross weight,875938726,..,3076488514,21561941369,,539710485.8,0.0250307,3486160000
DemocraticRepublicofCongo2010,2010,Democratic Republic of Congo,2010_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Tungsten content,875938726,..,3076488514,21561941369,,539710485.8,0.0250307,3486160000
DemocraticRepublicofCongo2010,2010,Democratic Republic of Congo,2010_Democratic Republic of Congo,Africa,Mining,yes,no,no,Zinc (content of mine output),875938726,..,3076488514,21561941369,19928534.99,539710485.8,0.0250307,3486160000
DemocraticRepublicofCongo2011,2011,Democratic Republic of Congo,2011_Democratic Republic of Congo,Africa,"Oil, Mining",yes,no,yes,Total,1413126313,..,..,25835398967,4885266019,..,..,5534410000
DemocraticRepublicofCongo2011,2011,Democratic Republic of Congo,2011_Democratic Republic of Congo,Africa,Oil,no,no,yes,Oil,1413126313,..,..,25835398967,785445690,..,..,5534410000
DemocraticRepublicofCongo2011,2011,Democratic Republic of Congo,2011_Democratic Republic of Congo,Africa,Mining,yes,no,no,Total Mining,1413126313,..,..,25835398967,4099820329,..,..,5534410000
DemocraticRepublicofCongo2011,2011,Democratic Republic of Congo,2011_Democratic Republic of Congo,Africa,Mining,yes,no,no,Coal,1413126313,..,..,25835398967,163861.9875,..,..,5534410000
DemocraticRepublicofCongo2011,2011,Democratic Republic of Congo,2011_Democratic Republic of Congo,Africa,Mining,yes,no,no,Cobalt,1413126313,..,..,25835398967,123068682.9,..,..,5534410000
DemocraticRepublicofCongo2011,2011,Democratic Republic of Congo,2011_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Cobalt content of mine output,1413126313,..,..,25835398967,,..,..,5534410000
DemocraticRepublicofCongo2011,2011,Democratic Republic of Congo,2011_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Cobalt (metal),1413126313,..,..,25835398967,,..,..,5534410000
DemocraticRepublicofCongo2011,2011,Democratic Republic of Congo,2011_Democratic Republic of Congo,Africa,Mining,yes,no,no,Columbite-tantalite concentrate,1413126313,..,..,25835398967,,..,..,5534410000
DemocraticRepublicofCongo2011,2011,Democratic Republic of Congo,2011_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Gross weight,1413126313,..,..,25835398967,,..,..,5534410000
DemocraticRepublicofCongo2011,2011,Democratic Republic of Congo,2011_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Columbium content,1413126313,..,..,25835398967,4100000,..,..,5534410000
DemocraticRepublicofCongo2011,2011,Democratic Republic of Congo,2011_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Tantalum content,1413126313,..,..,25835398967,33069366.3,..,..,5534410000
DemocraticRepublicofCongo2011,2011,Democratic Republic of Congo,2011_Democratic Republic of Congo,Africa,Mining,yes,no,no,Copper,1413126313,..,..,25835398967,2984796910,..,..,5534410000
DemocraticRepublicofCongo2011,2011,Democratic Republic of Congo,2011_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Copper content of mine output,1413126313,..,..,25835398967,,..,..,5534410000
DemocraticRepublicofCongo2011,2011,Democratic Republic of Congo,2011_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Copper (refined),1413126313,..,..,25835398967,,..,..,5534410000
DemocraticRepublicofCongo2011,2011,Democratic Republic of Congo,2011_Democratic Republic of Congo,Africa,Mining,yes,no,no,Diamond,1413126313,..,..,25835398967,182373510,..,..,5534410000
DemocraticRepublicofCongo2011,2011,Democratic Republic of Congo,2011_Democratic Republic of Congo,Africa,Mining,yes,no,no,Gold,1413126313,..,..,25835398967,605415533,..,..,5534410000
DemocraticRepublicofCongo2011,2011,Democratic Republic of Congo,2011_Democratic Republic of Congo,Africa,Mining,yes,no,no,Tin concentrate,1413126313,..,..,25835398967,125057640,..,..,5534410000
DemocraticRepublicofCongo2011,2011,Democratic Republic of Congo,2011_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Gross weight,1413126313,..,..,25835398967,,..,..,5534410000
DemocraticRepublicofCongo2011,2011,Democratic Republic of Congo,2011_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Tin content,1413126313,..,..,25835398967,,..,..,5534410000
DemocraticRepublicofCongo2011,2011,Democratic Republic of Congo,2011_Democratic Republic of Congo,Africa,Mining,yes,no,no,Tungsten concentrate,1413126313,..,..,25835398967,13930,..,..,5534410000
DemocraticRepublicofCongo2011,2011,Democratic Republic of Congo,2011_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Gross weight,1413126313,..,..,25835398967,,..,..,5534410000
DemocraticRepublicofCongo2011,2011,Democratic Republic of Congo,2011_Democratic Republic of Congo,Africa,Mining,yes,no,no,o/w Tungsten content,1413126313,..,..,25835398967,,..,..,5534410000
DemocraticRepublicofCongo2011,2011,Democratic Republic of Congo,2011_Democratic Republic of Congo,Africa,Mining,yes,no,no,Zinc (content of mine output),1413126313,..,..,25835398967,41760894.43,..,..,5534410000
DemocraticRepublicofCongo2012,2012,Democratic Republic of Congo,2012_Democratic Republic of Congo,Africa,"Oil, Mining",,,,Total,1505213145,..,..,29306222816,8532889614,..,..,2859380000
DemocraticRepublicofCongo2012,2012,Democratic Republic of Congo,2012_Democratic Republic of Congo,Africa,Oil,,,,Oil,1505213145,..,..,29306222816,946306688.4,..,..,2859380000
DemocraticRepublicofCongo2012,2012,Democratic Republic of Congo,2012_Democratic Republic of Congo,Africa,Mining,,,,Total Mining,1505213145,..,..,29306222816,7477963023,..,..,2859380000
DemocraticRepublicofCongo2012,2012,Democratic Republic of Congo,2012_Democratic Republic of Congo,Africa,Mining,,,,Copper,1505213145,..,..,29306222816,4339207178,..,..,2859380000
DemocraticRepublicofCongo2012,2012,Democratic Republic of Congo,2012_Democratic Republic of Congo,Africa,Mining,,,,Zinc,1505213145,..,..,29306222816,2377814.03,..,..,2859380000
